BIA_ApostaUTC,Dia Semana Aposta (UTC),dow_norm,ApostaLive.rf_prob,rf_prob,proba_cli,proba_txt,proba_cli_legacy_buggy,proba_txt_legacy_buggy,abs_diff,match6,abs_diff_legacy,match6_legacy,closer_to_legacy
2025-12-02 05:17:00,terça-feira,terca-feira,0.550574,0.550574,0.7448052158819692,0.744805,0.005,0.005000,0.19423121588196923,0,0.545574,0,0
2025-12-02 07:43:00,terça-feira,terca-feira,0.706273,0.706273,0.9001677871366109,0.900168,0.995,0.995000,0.1938947871366109,0,0.28872699999999996,0,0
2025-11-26 07:23:00,quarta-feira,quarta-feira,0.177819,0.177819,0.3713320570941271,0.371332,0.995,0.995000,0.19351305709412708,0,0.8171809999999999,0,0
2025-12-03 14:41:00,quarta-feira,quarta-feira,0.587007,0.587007,0.3938412265518953,0.393841,0.995,0.995000,0.19316577344810465,0,0.40799300000000005,0,0
2025-12-08 23:14:00,segunda-feira,segunda-feira,0.292769,0.292769,0.4846645170488506,0.484665,0.6666666666666666,0.666667,0.1918955170488506,0,0.37389766666666663,0,0
2025-12-10 14:15:00,quarta-feira,quarta-feira,0.571778,0.571778,0.7633970478313294,0.763397,0.995,0.995000,0.19161904783132944,0,0.423222,0,0
2025-12-02 18:10:00,terça-feira,terca-feira,0.591659,0.591659,0.77720274681725,0.777203,0.005,0.005000,0.18554374681724994,0,0.586659,0,0
2025-12-09 07:40:00,terça-feira,terca-feira,0.190439,0.190439,0.005,0.005000,0.005,0.005000,0.185439,0,0.185439,0,0
2025-11-25 12:13:00,terça-feira,terca-feira,0.629582,0.629582,0.8146928644574946,0.814693,0.995,0.995000,0.18511086445749458,0,0.365418,0,0
2025-12-02 14:16:00,terça-feira,terca-feira,0.497716,0.497716,0.6822905497583989,0.682291,0.005,0.005000,0.18457454975839888,0,0.492716,0,0
2025-12-01 17:04:00,segunda-feira,segunda-feira,0.539683,0.539683,0.7207724882404078,0.720772,0.6666666666666666,0.666667,0.18108948824040783,0,0.1269836666666666,0,1
2025-12-02 17:52:00,terça-feira,terca-feira,0.344115,0.344115,0.5250266055279188,0.525027,0.005,0.005000,0.1809116055279188,0,0.339115,0,0
2025-11-25 05:15:00,terça-feira,terca-feira,0.628588,0.628588,0.4482471166429048,0.448247,0.005,0.005000,0.18034088335709525,0,0.623588,0,0
2025-11-25 13:13:00,terça-feira,terca-feira,0.636593,0.636593,0.8162555607964236,0.816256,0.005,0.005000,0.17966256079642362,0,0.631593,0,0
2025-12-17 09:04:00,quarta-feira,quarta-feira,0.453743,0.453743,0.6326890504583191,0.632689,0.005,0.005000,0.17894605045831913,0,0.448743,0,0
2025-12-10 09:44:00,quarta-feira,quarta-feira,0.186043,0.186043,0.008015524734275218,0.008016,0.005,0.005000,0.17802747526572477,0,0.18104299999999998,0,0
2025-12-03 04:05:00,quarta-feira,quarta-feira,0.182231,0.182231,0.005,0.005000,0.995,0.995000,0.177231,0,0.812769,0,0
2025-11-25 13:44:00,terça-feira,terca-feira,0.237003,0.237003,0.41314599531889484,0.413146,0.005,0.005000,0.17614299531889485,0,0.232003,0,0
2025-11-25 12:25:00,terça-feira,terca-feira,0.73917,0.73917,0.5635371324261085,0.563537,0.005,0.005000,0.17563286757389152,0,0.73417,0,0
2025-11-25 09:38:00,terça-feira,terca-feira,0.534181,0.534181,0.35915825811769964,0.359158,0.005,0.005000,0.17502274188230038,0,0.529181,0,0
2025-11-25 16:36:00,terça-feira,terca-feira,0.626663,0.626663,0.45528588755003924,0.455286,0.005,0.005000,0.17137711244996073,0,0.621663,0,0
2025-12-02 19:02:00,terça-feira,terca-feira,0.300425,0.300425,0.13043620558602262,0.130436,0.005,0.005000,0.16998879441397738,0,0.295425,0,0
2025-11-25 11:30:00,terça-feira,terca-feira,0.825762,0.825762,0.995,0.995000,0.995,0.995000,0.169238,0,0.169238,0,0
2025-12-01 04:07:00,segunda-feira,segunda-feira,0.181658,0.181658,0.350198574963065,0.350199,0.6666666666666666,0.666667,0.16854057496306502,0,0.48500866666666664,0,0
2025-11-26 05:15:00,quarta-feira,quarta-feira,0.11643,0.11643,0.2848190324375856,0.284819,0.995,0.995000,0.1683890324375856,0,0.87857,0,0
2025-11-25 12:38:00,terça-feira,terca-feira,0.535567,0.535567,0.7017800759975525,0.701780,0.005,0.005000,0.16621307599755253,0,0.530567,0,0
